totalPitchingCount,B,S,O,b1,b2,b3,pitcher,pitcherHand,batter,batterHand,pitchType,speed,ballX,ballY,y,inning_number,inning_tb,batter_isPitcher,ballWidthLabel,ballHeightLabel,pitch_category,bottomTeam,topTeam,place,minute,hour,day,month,year,day_of_week,day_of_year,pitcher_order,batter_order
3,0,2,0,False,False,False,森脇 亮介,0,牧原 大成,1,ストレート,146.0,21,0,0,9,0,0,3,2,0,8,10,5,0,18,24,6,2020,2,176,5,8
4,1,2,0,False,False,False,森脇 亮介,0,牧原 大成,1,フォーク,129.0,3,8,0,9,0,0,1,0,2,8,10,5,0,18,24,6,2020,2,176,5,8
5,1,2,0,False,False,False,森脇 亮介,0,牧原 大成,1,ストレート,145.0,13,4,0,9,0,0,2,1,0,8,10,5,0,18,24,6,2020,2,176,5,8
1,0,0,1,False,False,False,森脇 亮介,0,甲斐 拓也,0,フォーク,131.0,10,8,0,9,0,0,2,0,2,8,10,5,0,18,24,6,2020,2,176,5,9
2,0,1,1,False,False,False,森脇 亮介,0,甲斐 拓也,0,カーブ,121.0,4,10,0,9,0,0,3,0,1,8,10,5,0,18,24,6,2020,2,176,5,9
3,1,1,1,False,False,False,森脇 亮介,0,甲斐 拓也,0,カットファストボール,133.0,12,2,1,9,0,0,2,2,0,8,10,5,0,18,24,6,2020,2,176,5,9
1,0,0,1,False,False,False,森脇 亮介,0,栗原 陵矢,1,カットファストボール,134.0,7,6,0,9,0,0,1,1,0,8,10,5,0,18,24,6,2020,2,176,5,1
2,0,1,1,False,False,False,森脇 亮介,0,栗原 陵矢,1,フォーク,131.0,15,4,0,9,0,0,3,1,2,8,10,5,0,18,24,6,2020,2,176,5,1
1,0,0,2,False,False,False,森脇 亮介,0,今宮 健太,0,カーブ,118.0,15,0,0,9,0,0,1,2,1,8,10,5,0,18,24,6,2020,2,176,5,2
2,1,0,2,False,False,False,森脇 亮介,0,今宮 健太,0,ストレート,145.0,7,7,0,9,0,0,3,0,0,8,10,5,0,18,24,6,2020,2,176,5,2
3,1,1,2,False,False,False,森脇 亮介,0,今宮 健太,0,ストレート,144.0,19,2,0,9,0,0,1,2,0,8,10,5,0,18,24,6,2020,2,176,5,2
1,0,0,0,False,False,False,森 唯斗,0,金子 侑司,1,カットファストボール,145.0,11,1,0,9,1,0,2,2,0,8,10,5,0,18,24,6,2020,2,176,7,9
2,1,0,0,False,False,False,森 唯斗,0,金子 侑司,1,カットファストボール,143.0,14,1,0,9,1,0,3,2,0,8,10,5,0,18,24,6,2020,2,176,7,9
3,2,0,0,False,False,False,森 唯斗,0,金子 侑司,1,ストレート,145.0,11,1,0,9,1,0,2,2,0,8,10,5,0,18,24,6,2020,2,176,7,9
4,2,1,0,False,False,False,森 唯斗,0,金子 侑司,1,ストレート,144.0,15,6,0,9,1,0,3,1,0,8,10,5,0,18,24,6,2020,2,176,7,9
1,0,0,1,False,False,False,森 唯斗,0,スパンジェンバーグ,1,カットファストボール,146.0,7,4,1,9,1,0,1,1,0,8,10,5,0,18,24,6,2020,2,176,7,1
1,0,0,1,True,False,False,森 唯斗,0,源田 壮亮,1,カーブ,120.0,16,3,0,9,1,0,3,2,1,8,10,5,0,18,24,6,2020,2,176,7,2
2,0,1,1,True,False,False,森 唯斗,0,源田 壮亮,1,フォーク,138.0,7,10,0,9,1,0,1,0,2,8,10,5,0,18,24,6,2020,2,176,7,2
3,0,2,1,True,False,False,森 唯斗,0,源田 壮亮,1,カットファストボール,137.0,15,8,0,9,1,0,3,0,0,8,10,5,0,18,24,6,2020,2,176,7,2
1,0,0,2,True,False,False,森 唯斗,0,森 友哉,1,ストレート,146.0,21,1,0,9,1,0,3,2,0,8,10,5,0,18,24,6,2020,2,176,7,3
2,1,0,2,True,False,False,森 唯斗,0,森 友哉,1,カーブ,120.0,7,9,0,9,1,0,1,0,1,8,10,5,0,18,24,6,2020,2,176,7,3
3,2,0,2,True,False,False,森 唯斗,0,森 友哉,1,カットファストボール,143.0,4,6,0,9,1,0,1,1,0,8,10,5,0,18,24,6,2020,2,176,7,3
4,2,1,2,True,False,False,森 唯斗,0,森 友哉,1,カットファストボール,144.0,6,5,0,9,1,0,1,1,0,8,10,5,0,18,24,6,2020,2,176,7,3
5,2,2,2,True,False,False,森 唯斗,0,森 友哉,1,カットファストボール,143.0,5,8,1,9,1,0,1,0,0,8,10,5,0,18,24,6,2020,2,176,7,3
1,0,0,2,True,True,False,森 唯斗,0,山川 穂高,0,フォーク,139.0,8,7,0,9,1,0,3,0,2,8,10,5,0,18,24,6,2020,2,176,7,4
1,0,0,0,False,False,False,涌井 秀章,0,西川 遥輝,1,ストレート,144.0,17,10,0,1,0,0,3,0,0,9,0,9,0,18,24,6,2020,2,176,1,1
2,1,0,0,False,False,False,涌井 秀章,0,西川 遥輝,1,ストレート,145.0,20,9,0,1,0,0,3,0,0,9,0,9,0,18,24,6,2020,2,176,1,1
3,2,0,0,False,False,False,涌井 秀章,0,西川 遥輝,1,ストレート,142.0,16,6,0,1,0,0,3,1,0,9,0,9,0,18,24,6,2020,2,176,1,1
4,2,1,0,False,False,False,涌井 秀章,0,西川 遥輝,1,スライダー,127.0,14,2,0,1,0,0,3,2,1,9,0,9,0,18,24,6,2020,2,176,1,1
5,2,2,0,False,False,False,涌井 秀章,0,西川 遥輝,1,ストレート,143.0,20,5,0,1,0,0,3,1,0,9,0,9,0,18,24,6,2020,2,176,1,1
6,2,2,0,False,False,False,涌井 秀章,0,西川 遥輝,1,カーブ,109.0,12,4,0,1,0,0,2,1,1,9,0,9,0,18,24,6,2020,2,176,1,1
1,0,0,1,False,False,False,涌井 秀章,0,大田 泰示,0,ストレート,144.0,4,8,0,1,0,0,3,0,0,9,0,9,0,18,24,6,2020,2,176,1,2
2,1,0,1,False,False,False,涌井 秀章,0,大田 泰示,0,ストレート,145.0,13,6,0,1,0,0,2,1,0,9,0,9,0,18,24,6,2020,2,176,1,2
3,1,1,1,False,False,False,涌井 秀章,0,大田 泰示,0,カーブ,110.0,11,10,0,1,0,0,2,0,1,9,0,9,0,18,24,6,2020,2,176,1,2
4,2,1,1,False,False,False,涌井 秀章,0,大田 泰示,0,カーブ,109.0,12,2,0,1,0,0,2,2,1,9,0,9,0,18,24,6,2020,2,176,1,2
5,2,2,1,False,False,False,涌井 秀章,0,大田 泰示,0,スライダー,126.0,6,6,0,1,0,0,3,1,1,9,0,9,0,18,24,6,2020,2,176,1,2
1,0,0,2,False,False,False,涌井 秀章,0,近藤 健介,1,カットファストボール,137.0,7,7,0,1,0,0,1,0,0,9,0,9,0,18,24,6,2020,2,176,1,3
2,0,1,2,False,False,False,涌井 秀章,0,近藤 健介,1,ストレート,143.0,11,3,0,1,0,0,2,2,0,9,0,9,0,18,24,6,2020,2,176,1,3
3,0,2,2,False,False,False,涌井 秀章,0,近藤 健介,1,チェンジアップ,128.0,21,3,0,1,0,0,3,2,2,9,0,9,0,18,24,6,2020,2,176,1,3
1,0,0,0,False,False,False,河野 竜生,1,茂木 栄五郎,1,ストレート,141.0,9,5,0,1,1,0,2,1,0,9,0,9,0,18,24,6,2020,2,176,1,1
1,0,0,1,False,False,False,河野 竜生,1,ブラッシュ,0,ストレート,142.0,2,10,0,1,1,0,3,0,0,9,0,9,0,18,24,6,2020,2,176,1,2
2,1,0,1,False,False,False,河野 竜生,1,ブラッシュ,0,スライダー,123.0,18,8,0,1,1,0,1,0,1,9,0,9,0,18,24,6,2020,2,176,1,2
3,1,1,1,False,False,False,河野 竜生,1,ブラッシュ,0,ストレート,141.0,1,6,0,1,1,0,3,1,0,9,0,9,0,18,24,6,2020,2,176,1,2
4,2,1,1,False,False,False,河野 竜生,1,ブラッシュ,0,ストレート,144.0,12,9,0,1,1,0,2,0,0,9,0,9,0,18,24,6,2020,2,176,1,2
5,2,2,1,False,False,False,河野 竜生,1,ブラッシュ,0,ストレート,143.0,9,5,0,1,1,0,2,1,0,9,0,9,0,18,24,6,2020,2,176,1,2
6,2,2,1,False,False,False,河野 竜生,1,ブラッシュ,0,フォーク,129.0,20,10,0,1,1,0,1,0,2,9,0,9,0,18,24,6,2020,2,176,1,2
7,3,2,1,False,False,False,河野 竜生,1,ブラッシュ,0,ストレート,144.0,9,10,0,1,1,0,2,0,0,9,0,9,0,18,24,6,2020,2,176,1,2
1,0,0,1,True,False,False,河野 竜生,1,鈴木 大地,1,ストレート,140.0,20,10,0,1,1,0,3,0,0,9,0,9,0,18,24,6,2020,2,176,1,3
2,1,0,1,True,False,False,河野 竜生,1,鈴木 大地,1,ストレート,141.0,21,9,0,1,1,0,3,0,0,9,0,9,0,18,24,6,2020,2,176,1,3
3,2,0,1,True,False,False,河野 竜生,1,鈴木 大地,1,ストレート,143.0,11,10,0,1,1,0,2,0,0,9,0,9,0,18,24,6,2020,2,176,1,3
4,3,0,1,True,False,False,河野 竜生,1,鈴木 大地,1,ストレート,141.0,11,6,0,1,1,0,2,1,0,9,0,9,0,18,24,6,2020,2,176,1,3
5,3,1,1,True,False,False,河野 竜生,1,鈴木 大地,1,スライダー,124.0,18,9,0,1,1,0,3,0,1,9,0,9,0,18,24,6,2020,2,176,1,3
6,3,2,1,True,False,False,河野 竜生,1,鈴木 大地,1,ストレート,143.0,14,7,0,1,1,0,3,0,0,9,0,9,0,18,24,6,2020,2,176,1,3
1,0,0,2,True,False,False,河野 竜生,1,浅村 栄斗,0,カーブ,108.0,10,10,0,1,1,0,2,0,1,9,0,9,0,18,24,6,2020,2,176,1,4
2,1,0,2,True,False,False,河野 竜生,1,浅村 栄斗,0,ストレート,140.0,1,1,0,1,1,0,3,2,0,9,0,9,0,18,24,6,2020,2,176,1,4
3,2,0,2,True,False,False,河野 竜生,1,浅村 栄斗,0,カーブ,106.0,8,1,0,1,1,0,3,2,1,9,0,9,0,18,24,6,2020,2,176,1,4
4,3,0,2,True,False,False,河野 竜生,1,浅村 栄斗,0,ストレート,142.0,13,4,0,1,1,0,2,1,0,9,0,9,0,18,24,6,2020,2,176,1,4
5,3,1,2,True,False,False,河野 竜生,1,浅村 栄斗,0,カーブ,107.0,14,8,1,1,1,0,1,0,1,9,0,9,0,18,24,6,2020,2,176,1,4
1,0,0,2,True,False,True,河野 竜生,1,島内 宏明,1,ストレート,141.0,12,1,0,1,1,0,2,2,0,9,0,9,0,18,24,6,2020,2,176,1,5
1,0,0,0,False,False,False,涌井 秀章,0,中田 翔,0,カットファストボール,137.0,7,3,0,2,0,0,3,2,0,9,0,9,0,18,24,6,2020,2,176,1,4
2,0,1,0,False,False,False,涌井 秀章,0,中田 翔,0,スライダー,130.0,6,4,0,2,0,0,3,1,1,9,0,9,0,18,24,6,2020,2,176,1,4
3,0,2,0,False,False,False,涌井 秀章,0,中田 翔,0,ストレート,141.0,11,0,0,2,0,0,2,2,0,9,0,9,0,18,24,6,2020,2,176,1,4
4,1,2,0,False,False,False,涌井 秀章,0,中田 翔,0,ストレート,142.0,13,2,1,2,0,0,2,2,0,9,0,9,0,18,24,6,2020,2,176,1,4
1,0,0,0,False,False,False,涌井 秀章,0,渡邉 諒,0,フォーク,135.0,12,3,0,2,0,0,2,2,2,9,0,9,0,18,24,6,2020,2,176,1,5
2,0,1,0,False,False,False,涌井 秀章,0,渡邉 諒,0,チェンジアップ,123.0,15,6,0,2,0,0,1,1,2,9,0,9,0,18,24,6,2020,2,176,1,5
3,0,2,0,False,False,False,涌井 秀章,0,渡邉 諒,0,スライダー,130.0,1,10,0,2,0,0,3,0,1,9,0,9,0,18,24,6,2020,2,176,1,5
4,1,2,0,False,False,False,涌井 秀章,0,渡邉 諒,0,スライダー,128.0,9,8,0,2,0,0,2,0,1,9,0,9,0,18,24,6,2020,2,176,1,5
1,0,0,1,False,False,False,涌井 秀章,0,清宮 幸太郎,1,ストレート,142.0,7,9,0,2,0,0,1,0,0,9,0,9,0,18,24,6,2020,2,176,1,6
2,0,1,1,False,False,False,涌井 秀章,0,清宮 幸太郎,1,カーブ,106.0,12,10,0,2,0,0,2,0,1,9,0,9,0,18,24,6,2020,2,176,1,6
3,1,1,1,False,False,False,涌井 秀章,0,清宮 幸太郎,1,カットファストボール,138.0,7,2,0,2,0,0,1,2,0,9,0,9,0,18,24,6,2020,2,176,1,6
4,2,1,1,False,False,False,涌井 秀章,0,清宮 幸太郎,1,チェンジアップ,128.0,18,7,0,2,0,0,3,0,2,9,0,9,0,18,24,6,2020,2,176,1,6
5,2,2,1,False,False,False,涌井 秀章,0,清宮 幸太郎,1,チェンジアップ,126.0,19,7,0,2,0,0,3,0,2,9,0,9,0,18,24,6,2020,2,176,1,6
6,3,2,1,False,False,False,涌井 秀章,0,清宮 幸太郎,1,チェンジアップ,127.0,12,4,0,2,0,0,2,1,2,9,0,9,0,18,24,6,2020,2,176,1,6
1,0,0,2,False,False,False,涌井 秀章,0,横尾 俊建,0,ストレート,140.0,7,7,0,2,0,0,3,0,0,9,0,9,0,18,24,6,2020,2,176,1,7
2,0,1,2,False,False,False,涌井 秀章,0,横尾 俊建,0,ストレート,140.0,1,10,0,2,0,0,3,0,0,9,0,9,0,18,24,6,2020,2,176,1,7
3,1,1,2,False,False,False,涌井 秀章,0,横尾 俊建,0,ストレート,141.0,12,7,0,2,0,0,2,0,0,9,0,9,0,18,24,6,2020,2,176,1,7
4,1,2,2,False,False,False,涌井 秀章,0,横尾 俊建,0,ストレート,145.0,4,3,0,2,0,0,3,2,0,9,0,9,0,18,24,6,2020,2,176,1,7
1,0,0,0,False,False,False,河野 竜生,1,ロメロ,0,フォーク,126.0,21,10,0,2,1,0,1,0,2,9,0,9,0,18,24,6,2020,2,176,1,6
2,1,0,0,False,False,False,河野 竜生,1,ロメロ,0,ストレート,141.0,19,9,0,2,1,0,1,0,0,9,0,9,0,18,24,6,2020,2,176,1,6
3,2,0,0,False,False,False,河野 竜生,1,ロメロ,0,スライダー,126.0,21,10,0,2,1,0,1,0,1,9,0,9,0,18,24,6,2020,2,176,1,6
4,2,1,0,False,False,False,河野 竜生,1,ロメロ,0,ストレート,140.0,18,1,0,2,1,0,1,2,0,9,0,9,0,18,24,6,2020,2,176,1,6
5,3,1,0,False,False,False,河野 竜生,1,ロメロ,0,ストレート,142.0,19,9,0,2,1,0,1,0,0,9,0,9,0,18,24,6,2020,2,176,1,6
1,0,0,0,True,False,False,河野 竜生,1,内田 靖人,0,ストレート,137.0,12,8,0,2,1,0,2,0,0,9,0,9,0,18,24,6,2020,2,176,1,7
1,0,0,2,False,False,False,河野 竜生,1,太田 光,0,ストレート,143.0,4,6,0,2,1,0,3,1,0,9,0,9,0,18,24,6,2020,2,176,1,8
2,0,1,2,False,False,False,河野 竜生,1,太田 光,0,カーブ,108.0,11,5,0,2,1,0,2,1,1,9,0,9,0,18,24,6,2020,2,176,1,8
3,0,2,2,False,False,False,河野 竜生,1,太田 光,0,ストレート,142.0,4,9,0,2,1,0,3,0,0,9,0,9,0,18,24,6,2020,2,176,1,8
4,1,2,2,False,False,False,河野 竜生,1,太田 光,0,ストレート,142.0,14,5,0,2,1,0,1,1,0,9,0,9,0,18,24,6,2020,2,176,1,8
5,1,2,2,False,False,False,河野 竜生,1,太田 光,0,フォーク,132.0,19,10,0,2,1,0,1,0,2,9,0,9,0,18,24,6,2020,2,176,1,8
6,2,2,2,False,False,False,河野 竜生,1,太田 光,0,スライダー,125.0,21,10,0,2,1,0,1,0,1,9,0,9,0,18,24,6,2020,2,176,1,8
7,3,2,2,False,False,False,河野 竜生,1,太田 光,0,スライダー,123.0,21,10,0,2,1,0,1,0,1,9,0,9,0,18,24,6,2020,2,176,1,8
1,0,0,2,True,False,False,河野 竜生,1,辰己 涼介,1,スライダー,122.0,14,10,0,2,1,0,3,0,1,9,0,9,0,18,24,6,2020,2,176,1,9
2,1,0,2,True,False,False,河野 竜生,1,辰己 涼介,1,ストレート,140.0,9,1,0,2,1,0,2,2,0,9,0,9,0,18,24,6,2020,2,176,1,9
3,1,1,2,True,False,False,河野 竜生,1,辰己 涼介,1,カーブ,105.0,14,10,0,2,1,0,3,0,1,9,0,9,0,18,24,6,2020,2,176,1,9
4,1,2,2,True,False,False,河野 竜生,1,辰己 涼介,1,ストレート,141.0,21,4,0,2,1,0,3,1,0,9,0,9,0,18,24,6,2020,2,176,1,9
5,2,2,2,True,False,False,河野 竜生,1,辰己 涼介,1,カーブ,109.0,1,9,0,2,1,0,1,0,1,9,0,9,0,18,24,6,2020,2,176,1,9
6,3,2,2,True,False,False,河野 竜生,1,辰己 涼介,1,スライダー,125.0,12,5,0,2,1,0,2,1,1,9,0,9,0,18,24,6,2020,2,176,1,9
1,0,0,0,False,False,False,涌井 秀章,0,石井 一成,1,カーブ,110.0,15,4,0,3,0,0,3,1,1,9,0,9,0,18,24,6,2020,2,176,1,8
2,0,1,0,False,False,False,涌井 秀章,0,石井 一成,1,カットファストボール,136.0,6,4,0,3,0,0,1,1,0,9,0,9,0,18,24,6,2020,2,176,1,8
3,0,2,0,False,False,False,涌井 秀章,0,石井 一成,1,ストレート,142.0,6,5,0,3,0,0,1,1,0,9,0,9,0,18,24,6,2020,2,176,1,8
4,0,2,0,False,False,False,涌井 秀章,0,石井 一成,1,ストレート,143.0,20,8,0,3,0,0,3,0,0,9,0,9,0,18,24,6,2020,2,176,1,8
5,1,2,0,False,False,False,涌井 秀章,0,石井 一成,1,スライダー,129.0,12,10,0,3,0,0,2,0,1,9,0,9,0,18,24,6,2020,2,176,1,8
1,0,0,1,False,False,False,涌井 秀章,0,清水 優心,0,フォーク,135.0,16,10,0,3,0,0,1,0,2,9,0,9,0,18,24,6,2020,2,176,1,9
2,1,0,1,False,False,False,涌井 秀章,0,清水 優心,0,カーブ,112.0,8,8,0,3,0,0,3,0,1,9,0,9,0,18,24,6,2020,2,176,1,9
3,1,1,1,False,False,False,涌井 秀章,0,清水 優心,0,スライダー,128.0,7,8,0,3,0,0,3,0,1,9,0,9,0,18,24,6,2020,2,176,1,9
4,1,2,1,False,False,False,涌井 秀章,0,清水 優心,0,スライダー,130.0,1,6,0,3,0,0,3,1,1,9,0,9,0,18,24,6,2020,2,176,1,9
5,2,2,1,False,False,False,涌井 秀章,0,清水 優心,0,シュート,139.0,12,6,0,3,0,0,2,1,0,9,0,9,0,18,24,6,2020,2,176,1,9
1,0,0,2,False,False,False,涌井 秀章,0,西川 遥輝,1,カットファストボール,140.0,15,1,0,3,0,0,3,2,0,9,0,9,0,18,24,6,2020,2,176,1,1
2,1,0,2,False,False,False,涌井 秀章,0,西川 遥輝,1,ストレート,142.0,14,3,1,3,0,0,3,2,0,9,0,9,0,18,24,6,2020,2,176,1,1
1,0,0,2,False,True,False,涌井 秀章,0,大田 泰示,0,チェンジアップ,127.0,21,1,1,3,0,0,1,2,2,9,0,9,0,18,24,6,2020,2,176,1,2
1,0,0,2,True,False,False,涌井 秀章,0,近藤 健介,1,ストレート,142.0,21,5,0,3,0,0,3,1,0,9,0,9,0,18,24,6,2020,2,176,1,3
2,1,0,2,True,False,False,涌井 秀章,0,近藤 健介,1,スライダー,128.0,15,4,0,3,0,0,3,1,1,9,0,9,0,18,24,6,2020,2,176,1,3
3,1,1,2,True,False,False,涌井 秀章,0,近藤 健介,1,フォーク,137.0,17,8,0,3,0,0,3,0,2,9,0,9,0,18,24,6,2020,2,176,1,3
4,1,2,2,True,False,False,涌井 秀章,0,近藤 健介,1,スライダー,125.0,21,4,0,3,0,0,3,1,1,9,0,9,0,18,24,6,2020,2,176,1,3
1,0,0,0,False,False,False,河野 竜生,1,茂木 栄五郎,1,ストレート,139.0,20,4,0,3,1,0,3,1,0,9,0,9,0,18,24,6,2020,2,176,1,1
2,0,1,0,False,False,False,河野 竜生,1,茂木 栄五郎,1,スライダー,121.0,17,5,0,3,1,0,3,1,1,9,0,9,0,18,24,6,2020,2,176,1,1
3,0,2,0,False,False,False,河野 竜生,1,茂木 栄五郎,1,ストレート,140.0,19,5,0,3,1,0,3,1,0,9,0,9,0,18,24,6,2020,2,176,1,1
4,1,2,0,False,False,False,河野 竜生,1,茂木 栄五郎,1,ストレート,141.0,21,7,0,3,1,0,3,0,0,9,0,9,0,18,24,6,2020,2,176,1,1
5,2,2,0,False,False,False,河野 竜生,1,茂木 栄五郎,1,カーブ,108.0,13,4,0,3,1,0,2,1,1,9,0,9,0,18,24,6,2020,2,176,1,1
6,2,2,0,False,False,False,河野 竜生,1,茂木 栄五郎,1,ストレート,141.0,11,2,0,3,1,0,2,2,0,9,0,9,0,18,24,6,2020,2,176,1,1
1,0,0,1,False,False,False,河野 竜生,1,ブラッシュ,0,フォーク,128.0,2,1,0,3,1,0,3,2,2,9,0,9,0,18,24,6,2020,2,176,1,2
2,1,0,1,False,False,False,河野 竜生,1,ブラッシュ,0,フォーク,128.0,21,9,0,3,1,0,1,0,2,9,0,9,0,18,24,6,2020,2,176,1,2
3,2,0,1,False,False,False,河野 竜生,1,ブラッシュ,0,スライダー,123.0,11,4,0,3,1,0,2,1,1,9,0,9,0,18,24,6,2020,2,176,1,2
4,2,1,1,False,False,False,河野 竜生,1,ブラッシュ,0,フォーク,128.0,11,7,0,3,1,0,2,0,2,9,0,9,0,18,24,6,2020,2,176,1,2
1,0,0,2,False,False,False,河野 竜生,1,鈴木 大地,1,ストレート,140.0,17,8,0,3,1,0,3,0,0,9,0,9,0,18,24,6,2020,2,176,1,3
2,0,1,2,False,False,False,河野 竜生,1,鈴木 大地,1,カーブ,109.0,15,5,0,3,1,0,3,1,1,9,0,9,0,18,24,6,2020,2,176,1,3
1,0,0,0,False,False,False,涌井 秀章,0,中田 翔,0,スライダー,130.0,1,10,0,4,0,0,3,0,1,9,0,9,0,18,24,6,2020,2,176,1,4
2,0,1,0,False,False,False,涌井 秀章,0,中田 翔,0,シュート,137.0,21,10,0,4,0,0,1,0,0,9,0,9,0,18,24,6,2020,2,176,1,4
3,1,1,0,False,False,False,涌井 秀章,0,中田 翔,0,スライダー,130.0,1,10,0,4,0,0,3,0,1,9,0,9,0,18,24,6,2020,2,176,1,4
4,2,1,0,False,False,False,涌井 秀章,0,中田 翔,0,フォーク,135.0,15,10,0,4,0,0,1,0,2,9,0,9,0,18,24,6,2020,2,176,1,4
5,3,1,0,False,False,False,涌井 秀章,0,中田 翔,0,フォーク,132.0,20,9,0,4,0,0,1,0,2,9,0,9,0,18,24,6,2020,2,176,1,4
6,3,2,0,False,False,False,涌井 秀章,0,中田 翔,0,スライダー,131.0,5,6,0,4,0,0,3,1,1,9,0,9,0,18,24,6,2020,2,176,1,4
7,3,2,0,False,False,False,涌井 秀章,0,中田 翔,0,スライダー,129.0,12,3,0,4,0,0,2,2,1,9,0,9,0,18,24,6,2020,2,176,1,4
1,0,0,1,False,False,False,涌井 秀章,0,渡邉 諒,0,カーブ,111.0,8,2,0,4,0,0,3,2,1,9,0,9,0,18,24,6,2020,2,176,1,5
2,0,1,1,False,False,False,涌井 秀章,0,渡邉 諒,0,カットファストボール,137.0,1,10,0,4,0,0,3,0,0,9,0,9,0,18,24,6,2020,2,176,1,5
3,1,1,1,False,False,False,涌井 秀章,0,渡邉 諒,0,フォーク,134.0,14,5,0,4,0,0,1,1,2,9,0,9,0,18,24,6,2020,2,176,1,5
4,1,2,1,False,False,False,涌井 秀章,0,渡邉 諒,0,ストレート,142.0,1,1,0,4,0,0,3,2,0,9,0,9,0,18,24,6,2020,2,176,1,5
5,2,2,1,False,False,False,涌井 秀章,0,渡邉 諒,0,カーブ,111.0,13,6,0,4,0,0,2,1,1,9,0,9,0,18,24,6,2020,2,176,1,5
1,0,0,2,False,False,False,涌井 秀章,0,清宮 幸太郎,1,カーブ,110.0,13,10,0,4,0,0,2,0,1,9,0,9,0,18,24,6,2020,2,176,1,6
2,1,0,2,False,False,False,涌井 秀章,0,清宮 幸太郎,1,ストレート,138.0,1,10,0,4,0,0,1,0,0,9,0,9,0,18,24,6,2020,2,176,1,6
3,2,0,2,False,False,False,涌井 秀章,0,清宮 幸太郎,1,フォーク,134.0,21,7,0,4,0,0,3,0,2,9,0,9,0,18,24,6,2020,2,176,1,6
4,3,0,2,False,False,False,涌井 秀章,0,清宮 幸太郎,1,ストレート,143.0,16,1,0,4,0,0,3,2,0,9,0,9,0,18,24,6,2020,2,176,1,6
1,0,0,2,True,False,False,涌井 秀章,0,横尾 俊建,0,ストレート,142.0,3,1,0,4,0,0,3,2,0,9,0,9,0,18,24,6,2020,2,176,1,7
2,0,1,2,True,False,False,涌井 秀章,0,横尾 俊建,0,ストレート,144.0,7,4,0,4,0,0,3,1,0,9,0,9,0,18,24,6,2020,2,176,1,7
3,0,2,2,True,False,False,涌井 秀章,0,横尾 俊建,0,スライダー,134.0,5,10,0,4,0,0,3,0,1,9,0,9,0,18,24,6,2020,2,176,1,7
4,0,2,2,True,False,False,涌井 秀章,0,横尾 俊建,0,ストレート,143.0,1,8,0,4,0,0,3,0,0,9,0,9,0,18,24,6,2020,2,176,1,7
5,1,2,2,True,False,False,涌井 秀章,0,横尾 俊建,0,スライダー,127.0,1,10,0,4,0,0,3,0,1,9,0,9,0,18,24,6,2020,2,176,1,7
6,2,2,2,True,False,False,涌井 秀章,0,横尾 俊建,0,ストレート,144.0,10,1,0,4,0,0,2,2,0,9,0,9,0,18,24,6,2020,2,176,1,7
1,0,0,0,False,False,False,河野 竜生,1,浅村 栄斗,0,スライダー,123.0,9,10,0,4,1,0,2,0,1,9,0,9,0,18,24,6,2020,2,176,1,4
1,0,0,1,False,False,False,河野 竜生,1,島内 宏明,1,ストレート,139.0,18,8,0,4,1,0,3,0,0,9,0,9,0,18,24,6,2020,2,176,1,5
2,0,1,1,False,False,False,河野 竜生,1,島内 宏明,1,ストレート,137.0,21,7,0,4,1,0,3,0,0,9,0,9,0,18,24,6,2020,2,176,1,5
3,1,1,1,False,False,False,河野 竜生,1,島内 宏明,1,ストレート,140.0,11,3,0,4,1,0,2,2,0,9,0,9,0,18,24,6,2020,2,176,1,5
4,1,2,1,False,False,False,河野 竜生,1,島内 宏明,1,ストレート,140.0,13,7,0,4,1,0,2,0,0,9,0,9,0,18,24,6,2020,2,176,1,5
1,0,0,2,False,False,False,河野 竜生,1,ロメロ,0,ストレート,140.0,17,7,0,4,1,0,1,0,0,9,0,9,0,18,24,6,2020,2,176,1,6
2,0,1,2,False,False,False,河野 竜生,1,ロメロ,0,ストレート,140.0,17,4,1,4,1,0,1,1,0,9,0,9,0,18,24,6,2020,2,176,1,6
1,0,0,2,True,False,False,河野 竜生,1,内田 靖人,0,ストレート,139.0,18,10,0,4,1,0,1,0,0,9,0,9,0,18,24,6,2020,2,176,1,7
2,1,0,2,True,False,False,河野 竜生,1,内田 靖人,0,スライダー,122.0,21,9,0,4,1,0,1,0,1,9,0,9,0,18,24,6,2020,2,176,1,7
3,1,1,2,True,False,False,河野 竜生,1,内田 靖人,0,スライダー,124.0,15,7,0,4,1,0,1,0,1,9,0,9,0,18,24,6,2020,2,176,1,7
4,1,2,2,True,False,False,河野 竜生,1,内田 靖人,0,ストレート,141.0,2,10,0,4,1,0,3,0,0,9,0,9,0,18,24,6,2020,2,176,1,7
5,2,2,2,True,False,False,河野 竜生,1,内田 靖人,0,フォーク,128.0,5,7,0,4,1,0,3,0,2,9,0,9,0,18,24,6,2020,2,176,1,7
6,2,2,2,True,False,False,河野 竜生,1,内田 靖人,0,ストレート,140.0,20,8,0,4,1,0,1,0,0,9,0,9,0,18,24,6,2020,2,176,1,7
7,3,2,2,True,False,False,河野 竜生,1,内田 靖人,0,ストレート,142.0,20,5,0,4,1,0,1,1,0,9,0,9,0,18,24,6,2020,2,176,1,7
1,0,0,0,False,False,False,涌井 秀章,0,石井 一成,1,スライダー,125.0,8,10,0,5,0,0,1,0,1,9,0,9,0,18,24,6,2020,2,176,1,8
