id,totalPitchingCount,B,S,O,b1,b2,b3,pitcher,pitcherHand,batter,batterHand,gameID,inning,pitchType,speed,ballPositionLabel,ballX,ballY,dir,dist,battingType,isOuts,y
7692,1,0,0,1,True,False,True,古川 侑利,R,メヒア,R,20202151,5回表,チェンジアップ,130km/h,内角中心,14,F,D,32.9,G,True,3
7693,1,0,0,0,False,False,False,九里 亜蓮,R,パーラ,L,20202151,5回裏,カーブ,116km/h,ど真ん中,12,E,,,,,1
7694,2,0,1,0,False,False,False,九里 亜蓮,R,パーラ,L,20202151,5回裏,カーブ,120km/h,内角低め,7,H,,,,,2
7695,3,0,2,0,False,False,False,九里 亜蓮,R,パーラ,L,20202151,5回裏,ストレート,143km/h,外角中心,21,F,,,,,0
7696,4,1,2,0,False,False,False,九里 亜蓮,R,パーラ,L,20202151,5回裏,スライダー,123km/h,外角中心,21,F,,,,,0
7697,5,2,2,0,False,False,False,九里 亜蓮,R,パーラ,L,20202151,5回裏,フォーク,132km/h,外角低め,21,I,,,,,2
7698,6,2,2,0,False,False,False,九里 亜蓮,R,パーラ,L,20202151,5回裏,ストレート,145km/h,真ん中高め,9,B,,0.0,,True,1
7699,1,0,0,1,False,False,False,九里 亜蓮,R,大城 卓三,L,20202151,5回裏,カットファストボール,135km/h,内角中心,4,F,,,,,1
7700,2,0,1,1,False,False,False,九里 亜蓮,R,大城 卓三,L,20202151,5回裏,カットファストボール,139km/h,内角中心,3,F,,,,,0
7701,3,1,1,1,False,False,False,九里 亜蓮,R,大城 卓三,L,20202151,5回裏,フォーク,134km/h,外角低め,14,K,,,,,0
7702,4,2,1,1,False,False,False,九里 亜蓮,R,大城 卓三,L,20202151,5回裏,ストレート,142km/h,外角低め,16,H,,,,,1
7703,5,2,2,1,False,False,False,九里 亜蓮,R,大城 卓三,L,20202151,5回裏,ストレート,146km/h,内角高め,3,B,,,,,2
7704,6,2,2,1,False,False,False,九里 亜蓮,R,大城 卓三,L,20202151,5回裏,カットファストボール,136km/h,真ん中低め,11,J,Q,42.7,L,True,3
7705,1,0,0,2,False,False,False,九里 亜蓮,R,湯浅 大,R,20202151,5回裏,カーブ,118km/h,内角中心,16,F,,,,,1
7706,2,0,1,2,False,False,False,九里 亜蓮,R,湯浅 大,R,20202151,5回裏,スライダー,122km/h,内角低め,16,H,,,,,1
7707,3,0,2,2,False,False,False,九里 亜蓮,R,湯浅 大,R,20202151,5回裏,フォーク,134km/h,内角低め,15,K,,0.0,,True,1
7708,1,0,0,0,False,False,False,宮國 椋丞,R,會澤 翼,R,20202151,6回表,カットファストボール,132km/h,外角中心,1,E,,,,,0
7709,2,1,0,0,False,False,False,宮國 椋丞,R,會澤 翼,R,20202151,6回表,カットファストボール,129km/h,真ん中高め,9,D,,,,,1
7710,3,1,1,0,False,False,False,宮國 椋丞,R,會澤 翼,R,20202151,6回表,カットファストボール,135km/h,外角低め,1,H,,,,,0
7711,4,2,1,0,False,False,False,宮國 椋丞,R,會澤 翼,R,20202151,6回表,シュート,137km/h,真ん中低め,11,H,Q,105.3,F,True,3
7712,1,0,0,1,False,False,False,宮國 椋丞,R,堂林 翔太,R,20202151,6回表,カットファストボール,136km/h,外角低め,5,H,,,,,1
7713,2,0,1,1,False,False,False,宮國 椋丞,R,堂林 翔太,R,20202151,6回表,フォーク,131km/h,外角低め,8,K,,,,,1
7714,3,0,2,1,False,False,False,宮國 椋丞,R,堂林 翔太,R,20202151,6回表,カットファストボール,136km/h,外角低め,1,K,,,,,0
7715,4,1,2,1,False,False,False,宮國 椋丞,R,堂林 翔太,R,20202151,6回表,フォーク,133km/h,外角低め,1,K,,,,,0
7716,5,2,2,1,False,False,False,宮國 椋丞,R,堂林 翔太,R,20202151,6回表,ストレート,147km/h,外角低め,4,I,,,,,2
7717,6,2,2,1,False,False,False,宮國 椋丞,R,堂林 翔太,R,20202151,6回表,カットファストボール,134km/h,外角中心,1,G,,0.0,,True,1
7718,1,0,0,2,False,False,False,宮國 椋丞,R,田中 広輔,L,20202151,6回表,スライダー,125km/h,真ん中低め,9,J,,,,,0
7719,2,1,0,2,False,False,False,宮國 椋丞,R,田中 広輔,L,20202151,6回表,カットファストボール,132km/h,内角中心,2,G,,,,,1
7720,3,1,1,2,False,False,False,宮國 椋丞,R,田中 広輔,L,20202151,6回表,フォーク,132km/h,外角低め,15,J,,,,,0
7721,4,2,1,2,False,False,False,宮國 椋丞,R,田中 広輔,L,20202151,6回表,ストレート,146km/h,外角中心,20,G,,,,,1
7722,5,2,2,2,False,False,False,宮國 椋丞,R,田中 広輔,L,20202151,6回表,フォーク,132km/h,内角低め,6,K,,,,,0
7723,6,3,2,2,False,False,False,宮國 椋丞,R,田中 広輔,L,20202151,6回表,ストレート,146km/h,外角中心,15,F,M,43.2,G,False,4
7724,1,0,0,2,True,False,False,宮國 椋丞,R,九里 亜蓮,R,20202151,6回表,ストレート,143km/h,外角中心,7,F,,,,,2
7725,2,0,1,2,True,False,False,宮國 椋丞,R,九里 亜蓮,R,20202151,6回表,ストレート,144km/h,外角低め,1,I,,,,,0
7726,3,1,1,2,True,False,False,宮國 椋丞,R,九里 亜蓮,R,20202151,6回表,カットファストボール,128km/h,外角中心,7,E,,,,,2
7727,4,1,2,2,True,False,False,宮國 椋丞,R,九里 亜蓮,R,20202151,6回表,カットファストボール,132km/h,外角低め,3,H,,0.0,,True,1
7728,1,0,0,0,False,False,False,九里 亜蓮,R,吉川 尚輝,L,20202151,6回裏,ストレート,141km/h,内角低め,7,J,,,,,1
7729,2,0,1,0,False,False,False,九里 亜蓮,R,吉川 尚輝,L,20202151,6回裏,カーブ,121km/h,真ん中低め,12,H,,,,,2
7730,3,0,2,0,False,False,False,九里 亜蓮,R,吉川 尚輝,L,20202151,6回裏,ストレート,143km/h,内角高め,8,C,,,,,2
7731,4,0,2,0,False,False,False,九里 亜蓮,R,吉川 尚輝,L,20202151,6回裏,チェンジアップ,133km/h,真ん中低め,12,K,,,,,2
7732,5,0,2,0,False,False,False,九里 亜蓮,R,吉川 尚輝,L,20202151,6回裏,フォーク,134km/h,真ん中低め,10,K,,,,,0
7733,6,1,2,0,False,False,False,九里 亜蓮,R,吉川 尚輝,L,20202151,6回裏,スライダー,125km/h,外角高め,21,D,,,,,0
7734,7,2,2,0,False,False,False,九里 亜蓮,R,吉川 尚輝,L,20202151,6回裏,ストレート,144km/h,外角高め,21,B,,,,,0
7735,8,3,2,0,False,False,False,九里 亜蓮,R,吉川 尚輝,L,20202151,6回裏,ストレート,145km/h,ど真ん中,12,E,G,86.7,F,True,3
7736,1,0,0,1,False,False,False,九里 亜蓮,R,坂本 勇人,R,20202151,6回裏,シュート,142km/h,内角低め,15,H,J,40.7,G,True,3
7737,1,0,0,2,False,False,False,九里 亜蓮,R,丸 佳浩,L,20202151,6回裏,フォーク,132km/h,外角中心,21,F,,,,,1
7738,2,0,1,2,False,False,False,九里 亜蓮,R,丸 佳浩,L,20202151,6回裏,チェンジアップ,132km/h,外角中心,21,E,,,,,0
7739,3,1,1,2,False,False,False,九里 亜蓮,R,丸 佳浩,L,20202151,6回裏,スライダー,125km/h,内角低め,6,H,,,,,2
7740,4,1,2,2,False,False,False,九里 亜蓮,R,丸 佳浩,L,20202151,6回裏,スライダー,126km/h,外角中心,18,G,,0.0,,True,1
7741,1,0,0,0,False,False,False,宮國 椋丞,R,ピレラ,R,20202151,7回表,スライダー,122km/h,外角中心,7,F,F,102.9,F,True,3
7742,1,0,0,1,False,False,False,宮國 椋丞,R,菊池 涼介,R,20202151,7回表,ストレート,143km/h,真ん中低め,11,J,,,,,1
7743,2,0,1,1,False,False,False,宮國 椋丞,R,菊池 涼介,R,20202151,7回表,ストレート,144km/h,ど真ん中,11,G,,,,,1
7744,3,0,2,1,False,False,False,宮國 椋丞,R,菊池 涼介,R,20202151,7回表,フォーク,130km/h,内角中心,16,G,F,37.5,G,False,4
7745,1,0,0,1,True,False,False,宮國 椋丞,R,西川 龍馬,L,20202151,7回表,ストレート,144km/h,外角中心,15,F,,,,,1
7746,2,0,1,1,True,False,False,宮國 椋丞,R,西川 龍馬,L,20202151,7回表,シュート,139km/h,外角低め,15,K,,,,,0
7747,3,1,1,1,True,False,False,宮國 椋丞,R,西川 龍馬,L,20202151,7回表,ストレート,141km/h,内角高め,8,D,,,,,1
7748,4,1,2,1,True,False,False,宮國 椋丞,R,西川 龍馬,L,20202151,7回表,シュート,139km/h,外角中心,21,E,,0.0,,True,1
7749,1,0,0,2,True,False,False,宮國 椋丞,R,鈴木 誠也,R,20202151,7回表,カットファストボール,136km/h,外角低め,1,K,,,,,0
7750,2,1,0,2,True,False,False,宮國 椋丞,R,鈴木 誠也,R,20202151,7回表,カットファストボール,133km/h,外角低め,1,J,,,,,0
7751,3,2,0,2,True,False,False,宮國 椋丞,R,鈴木 誠也,R,20202151,7回表,カットファストボール,133km/h,外角低め,1,K,,,,,0
7752,4,3,0,2,True,False,False,宮國 椋丞,R,鈴木 誠也,R,20202151,7回表,カットファストボール,134km/h,外角低め,1,H,,0.0,,False,0
7753,1,0,0,2,True,True,False,宮國 椋丞,R,メヒア,R,20202151,7回表,シュート,140km/h,内角中心,19,G,,,,,1
7754,2,0,1,2,True,True,False,宮國 椋丞,R,メヒア,R,20202151,7回表,シュート,140km/h,内角中心,20,E,,,,,2
7755,3,0,2,2,True,True,False,宮國 椋丞,R,メヒア,R,20202151,7回表,フォーク,133km/h,外角低め,4,K,,,,,0
7756,4,1,2,2,True,True,False,宮國 椋丞,R,メヒア,R,20202151,7回表,スライダー,125km/h,外角中心,1,G,,,,,0
7757,5,2,2,2,True,True,False,宮國 椋丞,R,メヒア,R,20202151,7回表,ストレート,144km/h,外角低め,3,J,,,,,0
7758,6,3,2,2,True,True,False,宮國 椋丞,R,メヒア,R,20202151,7回表,カットファストボール,132km/h,外角低め,3,I,Q,61.0,P,True,3
7759,1,0,0,0,False,False,False,九里 亜蓮,R,岡本 和真,R,20202151,7回裏,スライダー,-,外角低め,7,H,P,116.6,F,False,5
7760,1,0,0,0,False,True,False,九里 亜蓮,R,亀井 善行,L,20202151,7回裏,シュート,141km/h,外角低め,21,J,,,,,0
7761,2,1,0,0,False,True,False,九里 亜蓮,R,亀井 善行,L,20202151,7回裏,チェンジアップ,131km/h,外角低め,18,H,K,100.6,F,True,3
7762,1,0,0,1,False,True,False,九里 亜蓮,R,中島 宏之,R,20202151,7回裏,カーブ,117km/h,内角高め,21,B,,,,,0
7763,2,1,0,1,False,True,False,九里 亜蓮,R,中島 宏之,R,20202151,7回裏,シュート,140km/h,内角中心,20,E,,,,,2
7764,3,1,1,1,False,True,False,九里 亜蓮,R,中島 宏之,R,20202151,7回裏,カットファストボール,140km/h,外角低め,1,K,,,,,0
7765,4,2,1,1,False,True,False,九里 亜蓮,R,中島 宏之,R,20202151,7回裏,シュート,141km/h,内角中心,19,G,,,,,2
7766,5,2,2,1,False,True,False,九里 亜蓮,R,中島 宏之,R,20202151,7回裏,シュート,142km/h,内角低め,21,K,,,,,0
7767,6,3,2,1,False,True,False,九里 亜蓮,R,中島 宏之,R,20202151,7回裏,チェンジアップ,131km/h,内角低め,15,K,,,,,2
7768,7,3,2,1,False,True,False,九里 亜蓮,R,中島 宏之,R,20202151,7回裏,ストレート,142km/h,内角中心,17,F,,,,,2
7769,8,3,2,1,False,True,False,九里 亜蓮,R,中島 宏之,R,20202151,7回裏,スライダー,125km/h,外角中心,1,E,,0.0,,False,0
7770,1,0,0,1,True,True,False,九里 亜蓮,R,パーラ,L,20202151,7回裏,シュート,139km/h,外角低め,15,K,,,,,2
7771,2,0,1,1,True,True,False,九里 亜蓮,R,パーラ,L,20202151,7回裏,フォーク,134km/h,外角低め,16,J,W,32.2,G,True,3
7772,1,0,0,2,False,True,True,九里 亜蓮,R,大城 卓三,L,20202151,7回裏,シュート,143km/h,外角中心,21,G,,,,,1
7773,2,0,1,2,False,True,True,九里 亜蓮,R,大城 卓三,L,20202151,7回裏,ストレート,142km/h,内角低め,2,H,,,,,0
7774,3,1,1,2,False,True,True,九里 亜蓮,R,大城 卓三,L,20202151,7回裏,シュート,145km/h,外角高め,21,D,,,,,0
7775,4,2,1,2,False,True,True,九里 亜蓮,R,大城 卓三,L,20202151,7回裏,カットファストボール,137km/h,内角低め,1,K,,,,,0
7776,5,3,1,2,False,True,True,九里 亜蓮,R,大城 卓三,L,20202151,7回裏,カットファストボール,139km/h,内角低め,1,H,,0.0,,False,0
7777,1,0,0,2,True,True,True,九里 亜蓮,R,石川 慎吾,R,20202151,7回裏,スライダー,125km/h,真ん中低め,9,H,O,117.2,F,True,3
7778,1,0,0,0,False,False,False,藤岡 貴裕,L,會澤 翼,R,20202151,8回表,カーブ,-,外角高め,2,A,,,,,0
7779,2,1,0,0,False,False,False,藤岡 貴裕,L,會澤 翼,R,20202151,8回表,カットファストボール,136km/h,真ん中低め,12,K,R,106.0,F,True,3
7780,1,0,0,1,False,False,False,藤岡 貴裕,L,堂林 翔太,R,20202151,8回表,チェンジアップ,130km/h,外角低め,4,K,,,,,0
7781,2,1,0,1,False,False,False,藤岡 貴裕,L,堂林 翔太,R,20202151,8回表,シュート,143km/h,内角低め,18,K,,,,,0
7782,3,2,0,1,False,False,False,藤岡 貴裕,L,堂林 翔太,R,20202151,8回表,カットファストボール,133km/h,真ん中低め,12,H,,,,,2
7783,4,2,1,1,False,False,False,藤岡 貴裕,L,堂林 翔太,R,20202151,8回表,シュート,143km/h,外角高め,3,C,,,,,1
7784,5,2,2,1,False,False,False,藤岡 貴裕,L,堂林 翔太,R,20202151,8回表,チェンジアップ,132km/h,真ん中低め,10,K,,,,,0
7785,6,3,2,1,False,False,False,藤岡 貴裕,L,堂林 翔太,R,20202151,8回表,シュート,142km/h,外角高め,3,B,,0.0,,False,0
7786,1,0,0,1,True,False,False,藤岡 貴裕,L,田中 広輔,L,20202151,8回表,ストレート,143km/h,真ん中高め,13,D,G,13.2,B,True,3
7787,1,0,0,2,False,True,False,藤岡 貴裕,L,長野 久義,R,20202151,8回表,シュート,142km/h,外角低め,7,J,,,,,2
7788,2,0,1,2,False,True,False,藤岡 貴裕,L,長野 久義,R,20202151,8回表,カットファストボール,136km/h,内角中心,15,F,,,,,2
7789,3,0,2,2,False,True,False,藤岡 貴裕,L,長野 久義,R,20202151,8回表,シュート,144km/h,外角低め,1,K,,,,,0
7790,4,1,2,2,False,True,False,藤岡 貴裕,L,長野 久義,R,20202151,8回表,チェンジアップ,128km/h,内角低め,14,K,,0.0,,True,1
7791,1,0,0,0,False,False,False,菊池 保則,R,吉川 尚輝,L,20202151,8回裏,シュート,142km/h,真ん中低め,13,K,,,,,0
7792,2,1,0,0,False,False,False,菊池 保則,R,吉川 尚輝,L,20202151,8回裏,ストレート,144km/h,外角中心,16,F,,,,,1
7793,3,1,1,0,False,False,False,菊池 保則,R,吉川 尚輝,L,20202151,8回裏,フォーク,133km/h,内角低め,3,K,,,,,0
7794,4,2,1,0,False,False,False,菊池 保則,R,吉川 尚輝,L,20202151,8回裏,フォーク,133km/h,ど真ん中,12,F,,,,,2
7795,5,2,2,0,False,False,False,菊池 保則,R,吉川 尚輝,L,20202151,8回裏,フォーク,133km/h,内角低め,7,H,,,,,2
7796,6,2,2,0,False,False,False,菊池 保則,R,吉川 尚輝,L,20202151,8回裏,ストレート,147km/h,真ん中低め,11,I,,,,,2
7797,7,2,2,0,False,False,False,菊池 保則,R,吉川 尚輝,L,20202151,8回裏,フォーク,133km/h,外角中心,15,E,,,,,2
7798,8,2,2,0,False,False,False,菊池 保則,R,吉川 尚輝,L,20202151,8回裏,フォーク,134km/h,内角低め,2,K,,,,,2
7799,9,2,2,0,False,False,False,菊池 保則,R,吉川 尚輝,L,20202151,8回裏,スライダー,134km/h,内角高め,6,C,K,16.3,G,True,3
7800,1,0,0,1,False,False,False,菊池 保則,R,坂本 勇人,R,20202151,8回裏,カーブ,120km/h,内角高め,21,A,,,,,0
7801,2,1,0,1,False,False,False,菊池 保則,R,坂本 勇人,R,20202151,8回裏,スライダー,133km/h,真ん中高め,12,D,,,,,1
7802,3,1,1,1,False,False,False,菊池 保則,R,坂本 勇人,R,20202151,8回裏,スライダー,135km/h,外角低め,6,J,,,,,1
7803,4,1,2,1,False,False,False,菊池 保則,R,坂本 勇人,R,20202151,8回裏,ストレート,145km/h,外角高め,7,A,,,,,0
7804,5,2,2,1,False,False,False,菊池 保則,R,坂本 勇人,R,20202151,8回裏,スライダー,133km/h,外角低め,7,K,,0.0,,True,1
7805,1,0,0,2,False,False,False,菊池 保則,R,丸 佳浩,L,20202151,8回裏,フォーク,135km/h,内角低め,4,K,,,,,0
7806,2,1,0,2,False,False,False,菊池 保則,R,丸 佳浩,L,20202151,8回裏,スライダー,134km/h,内角低め,4,J,,,,,1
7807,3,1,1,2,False,False,False,菊池 保則,R,丸 佳浩,L,20202151,8回裏,シュート,145km/h,外角中心,20,F,,,,,2
7808,4,1,2,2,False,False,False,菊池 保則,R,丸 佳浩,L,20202151,8回裏,ストレート,145km/h,外角高め,16,C,,,,,2
7809,5,1,2,2,False,False,False,菊池 保則,R,丸 佳浩,L,20202151,8回裏,スライダー,135km/h,内角低め,2,K,,,,,0
7810,6,2,2,2,False,False,False,菊池 保則,R,丸 佳浩,L,20202151,8回裏,フォーク,134km/h,真ん中低め,12,K,,0.0,,True,1
7811,1,0,0,0,False,False,False,藤岡 貴裕,L,ピレラ,R,20202151,9回表,ストレート,-,内角高め,19,D,,,,,1
7812,2,0,1,0,False,False,False,藤岡 貴裕,L,ピレラ,R,20202151,9回表,カットファストボール,135km/h,内角低め,20,K,,,,,2
7813,3,0,2,0,False,False,False,藤岡 貴裕,L,ピレラ,R,20202151,9回表,ストレート,145km/h,内角中心,15,F,L,64.4,P,True,3
7814,1,0,0,1,False,False,False,藤岡 貴裕,L,菊池 涼介,R,20202151,9回表,カーブ,113km/h,外角高め,1,A,,,,,0
7815,2,1,0,1,False,False,False,藤岡 貴裕,L,菊池 涼介,R,20202151,9回表,カットファストボール,135km/h,外角高め,1,B,,,,,0
7816,3,2,0,1,False,False,False,藤岡 貴裕,L,菊池 涼介,R,20202151,9回表,シュート,144km/h,内角低め,21,K,,,,,0
7817,4,3,0,1,False,False,False,藤岡 貴裕,L,菊池 涼介,R,20202151,9回表,ストレート,144km/h,外角高め,4,B,,0.0,,False,0
7818,1,0,0,1,True,False,False,藤岡 貴裕,L,西川 龍馬,L,20202151,9回表,ストレート,144km/h,内角高め,3,A,,,,,2
7819,2,0,1,1,True,False,False,藤岡 貴裕,L,西川 龍馬,L,20202151,9回表,ストレート,144km/h,外角中心,17,E,,,,,1
7820,3,0,2,1,True,False,False,藤岡 貴裕,L,西川 龍馬,L,20202151,9回表,カットファストボール,135km/h,外角低め,18,H,,,,,2
7821,4,0,2,1,True,False,False,藤岡 貴裕,L,西川 龍馬,L,20202151,9回表,ストレート,145km/h,内角高め,7,A,,,,,2
7822,5,0,2,1,True,False,False,藤岡 貴裕,L,西川 龍馬,L,20202151,9回表,カットファストボール,133km/h,外角中心,17,E,Q,30.6,G,True,3
7823,1,0,0,0,False,False,False,スコット,R,岡本 和真,R,20202151,9回裏,スライダー,139km/h,内角高め,16,B,,,,,1
7824,2,0,1,0,False,False,False,スコット,R,岡本 和真,R,20202151,9回裏,シュート,150km/h,内角高め,16,C,,,,,2
7825,3,0,2,0,False,False,False,スコット,R,岡本 和真,R,20202151,9回裏,スライダー,140km/h,外角中心,4,F,,,,,2
7826,4,0,2,0,False,False,False,スコット,R,岡本 和真,R,20202151,9回裏,スライダー,139km/h,外角高め,7,D,,,,,2
7827,5,0,2,0,False,False,False,スコット,R,岡本 和真,R,20202151,9回裏,スライダー,141km/h,外角低め,1,K,,0.0,,True,1
7828,1,0,0,1,False,False,False,スコット,R,亀井 善行,L,20202151,9回裏,スライダー,137km/h,外角高め,19,C,,,,,1
7829,2,0,1,1,False,False,False,スコット,R,亀井 善行,L,20202151,9回裏,スライダー,140km/h,外角中心,16,G,,,,,1
7830,3,0,2,1,False,False,False,スコット,R,亀井 善行,L,20202151,9回裏,シュート,152km/h,外角高め,21,D,,,,,0
7831,4,1,2,1,False,False,False,スコット,R,亀井 善行,L,20202151,9回裏,スライダー,140km/h,外角低め,16,K,,,,,2
7832,5,1,2,1,False,False,False,スコット,R,亀井 善行,L,20202151,9回裏,ストレート,150km/h,内角高め,6,B,,0.0,,True,1
7833,1,0,0,2,False,False,False,スコット,R,中島 宏之,R,20202151,9回裏,シュート,150km/h,内角高め,21,A,,,,,0
7834,2,1,0,2,False,False,False,スコット,R,中島 宏之,R,20202151,9回裏,スライダー,138km/h,真ん中高め,11,D,,,,,1
7835,3,1,1,2,False,False,False,スコット,R,中島 宏之,R,20202151,9回裏,スライダー,138km/h,ど真ん中,10,F,F,37.5,G,False,4
7836,1,0,0,2,False,True,False,スコット,R,パーラ,L,20202151,9回裏,シュート,149km/h,外角低め,19,H,,,,,1
7837,2,0,1,2,False,True,False,スコット,R,パーラ,L,20202151,9回裏,スライダー,141km/h,内角低め,8,J,,,,,0
7838,3,1,1,2,False,True,False,スコット,R,パーラ,L,20202151,9回裏,シュート,150km/h,真ん中低め,12,H,N,16.5,G,True,3
7839,1,0,0,0,False,False,False,小島 和哉,L,Ｔ－岡田,L,20202146,1回表,ストレート,140km/h,真ん中高め,13,D,R,73.7,F,True,3
7840,1,0,0,1,False,False,False,小島 和哉,L,ロドリゲス,R,20202146,1回表,ストレート,140km/h,内角低め,21,I,,,,,0
7841,2,1,0,1,False,False,False,小島 和哉,L,ロドリゲス,R,20202146,1回表,ストレート,140km/h,内角低め,14,H,,,,,2
7842,3,1,1,1,False,False,False,小島 和哉,L,ロドリゲス,R,20202146,1回表,ストレート,137km/h,内角低め,21,J,,,,,0
7843,4,2,1,1,False,False,False,小島 和哉,L,ロドリゲス,R,20202146,1回表,カットファストボール,131km/h,内角低め,14,H,,,,,2
7844,5,2,2,1,False,False,False,小島 和哉,L,ロドリゲス,R,20202146,1回表,ストレート,137km/h,内角低め,17,H,,,,,2
7845,6,2,2,1,False,False,False,小島 和哉,L,ロドリゲス,R,20202146,1回表,ストレート,138km/h,内角低め,14,H,,,,,2
7846,7,2,2,1,False,False,False,小島 和哉,L,ロドリゲス,R,20202146,1回表,フォーク,129km/h,内角低め,20,K,,,,,0
7847,8,3,2,1,False,False,False,小島 和哉,L,ロドリゲス,R,20202146,1回表,ストレート,141km/h,内角高め,15,A,,0.0,,False,0
7848,1,0,0,1,True,False,False,小島 和哉,L,吉田 正尚,L,20202146,1回表,カットファストボール,135km/h,外角中心,18,G,,,,,1
7849,2,0,1,1,True,False,False,小島 和哉,L,吉田 正尚,L,20202146,1回表,カットファストボール,136km/h,外角中心,20,F,M,17.2,G,True,3
7850,1,0,0,2,False,True,False,小島 和哉,L,ジョーンズ,R,20202146,1回表,カットファストボール,133km/h,内角低め,16,H,,,,,1
7851,2,0,1,2,False,True,False,小島 和哉,L,ジョーンズ,R,20202146,1回表,フォーク,130km/h,真ん中低め,9,J,,,,,2
7852,3,0,2,2,False,True,False,小島 和哉,L,ジョーンズ,R,20202146,1回表,ストレート,136km/h,内角中心,16,F,,0.0,,True,1
7853,1,0,0,0,False,False,False,Ｋ－鈴木,R,荻野 貴司,R,20202146,1回裏,ストレート,148km/h,内角中心,16,E,,,,,1
7854,2,0,1,0,False,False,False,Ｋ－鈴木,R,荻野 貴司,R,20202146,1回裏,ストレート,148km/h,真ん中高め,11,A,,,,,0
7855,3,1,1,0,False,False,False,Ｋ－鈴木,R,荻野 貴司,R,20202146,1回裏,スライダー,135km/h,真ん中低め,10,J,,,,,2
7856,4,1,2,0,False,False,False,Ｋ－鈴木,R,荻野 貴司,R,20202146,1回裏,ストレート,149km/h,内角高め,17,B,,,,,2
7857,5,1,2,0,False,False,False,Ｋ－鈴木,R,荻野 貴司,R,20202146,1回裏,ストレート,149km/h,真ん中高め,12,A,,,,,0
7858,6,2,2,0,False,False,False,Ｋ－鈴木,R,荻野 貴司,R,20202146,1回裏,スライダー,133km/h,外角低め,7,I,D,72.3,L,False,4
7859,1,0,0,0,True,False,False,Ｋ－鈴木,R,角中 勝也,L,20202146,1回裏,ストレート,141km/h,外角中心,21,F,,,,,0
7860,2,1,0,0,True,False,False,Ｋ－鈴木,R,角中 勝也,L,20202146,1回裏,ストレート,146km/h,外角中心,20,F,,,,,1
7861,3,1,1,0,True,False,False,Ｋ－鈴木,R,角中 勝也,L,20202146,1回裏,ストレート,145km/h,外角中心,21,G,,,,,0
7862,4,2,1,0,True,False,False,Ｋ－鈴木,R,角中 勝也,L,20202146,1回裏,ストレート,144km/h,内角低め,8,K,,,,,0
7863,5,3,1,0,True,False,False,Ｋ－鈴木,R,角中 勝也,L,20202146,1回裏,ストレート,146km/h,外角中心,20,G,,,,,1
7864,6,3,2,0,True,False,False,Ｋ－鈴木,R,角中 勝也,L,20202146,1回裏,スライダー,131km/h,真ん中低め,10,J,D,57.4,P,False,4
7865,1,0,0,0,True,True,False,Ｋ－鈴木,R,安田 尚憲,L,20202146,1回裏,カーブ,116km/h,真ん中低め,13,K,,,,,0
7866,2,1,0,0,True,True,False,Ｋ－鈴木,R,安田 尚憲,L,20202146,1回裏,ストレート,146km/h,ど真ん中,9,G,F,77.2,F,True,3
7867,1,0,0,1,True,True,False,Ｋ－鈴木,R,レアード,R,20202146,1回裏,スライダー,133km/h,真ん中低め,10,K,,,,,0
7868,2,1,0,1,True,True,False,Ｋ－鈴木,R,レアード,R,20202146,1回裏,スライダー,130km/h,ど真ん中,10,F,,,,,1
7869,3,1,1,1,True,True,False,Ｋ－鈴木,R,レアード,R,20202146,1回裏,ストレート,145km/h,内角高め,14,D,D,129.6,F,False,7
7870,1,0,0,1,False,False,False,Ｋ－鈴木,R,マーティン,L,20202146,1回裏,ストレート,145km/h,外角高め,18,A,,,,,0
7871,2,1,0,1,False,False,False,Ｋ－鈴木,R,マーティン,L,20202146,1回裏,カーブ,116km/h,外角中心,21,E,,,,,1
7872,3,1,1,1,False,False,False,Ｋ－鈴木,R,マーティン,L,20202146,1回裏,ストレート,145km/h,外角中心,18,E,,,,,1
7873,4,1,2,1,False,False,False,Ｋ－鈴木,R,マーティン,L,20202146,1回裏,フォーク,140km/h,外角中心,18,E,N,63.4,L,False,4
7874,1,0,0,1,True,False,False,Ｋ－鈴木,R,中村 奨吾,R,20202146,1回裏,カットファストボール,142km/h,真ん中低め,10,H,L,43.4,G,True,3
7875,1,0,0,2,True,False,False,Ｋ－鈴木,R,井上 晴哉,R,20202146,1回裏,ストレート,145km/h,内角高め,20,D,,,,,0
7876,2,1,0,2,True,False,False,Ｋ－鈴木,R,井上 晴哉,R,20202146,1回裏,シュート,142km/h,内角低め,16,H,,,,,1
7877,3,1,1,2,True,False,False,Ｋ－鈴木,R,井上 晴哉,R,20202146,1回裏,カットファストボール,141km/h,真ん中高め,13,C,,,,,0
7878,4,2,1,2,True,False,False,Ｋ－鈴木,R,井上 晴哉,R,20202146,1回裏,スライダー,128km/h,内角中心,15,G,,,,,1
7879,6,3,2,2,False,True,False,Ｋ－鈴木,R,井上 晴哉,R,20202146,1回裏,カーブ,115km/h,真ん中高め,12,A,,0.0,,False,0
7880,1,0,0,2,True,True,False,Ｋ－鈴木,R,田村 龍弘,R,20202146,1回裏,カットファストボール,142km/h,外角低め,8,J,,,,,1
7881,2,0,1,2,True,True,False,Ｋ－鈴木,R,田村 龍弘,R,20202146,1回裏,スライダー,129km/h,外角低め,1,I,,,,,0
7882,3,1,1,2,True,True,False,Ｋ－鈴木,R,田村 龍弘,R,20202146,1回裏,カットファストボール,136km/h,外角中心,8,E,F,27.0,G,True,3
